Component,Deadline Date,Type,Name,,Alias,,City,Region,2015 Federal Riding,2025 New Federal Riding,Total Grant
Public Outreach,21-Aug-24,Organization,Skeleton Park Arts Festival,,Skeleton Park Arts Festival,,KINGSTON,ON,Kingston and the Islands, Kingston and the Islands ,"$55,000 "
Public Outreach,21-Aug-24,Organization,Nelson & District Arts Council,,Nelson & District Arts Council,,NELSON,BC,Kootenay--Columbia, Kootenay—Columbia ,"$35,000 "
Public Outreach,21-Aug-24,Organization,Festival quartiers danses,,Festival quartiers danses,,MONTRÉAL,QC,LaSalle--Émard--Verdun, LaSalle—Émard—Verdun ,"$35,000 "
Public Outreach,21-Aug-24,Organization,Art et Essai,,Art et Essai,,MONTRÉAL,QC,Laurier--Sainte-Marie, Laurier—Sainte-Marie ,"$30,000 "
Public Outreach,21-Aug-24,Organization,Livart,,Livart,,MONTRÉAL,QC,Laurier--Sainte-Marie, Laurier—Sainte-Marie ,"$17,000 "
Public Outreach,21-Aug-24,Organization,Salon du livre de Montréal,,Salon du livre de Montréal,,MONTRÉAL,QC,Laurier--Sainte-Marie, Laurier—Sainte-Marie ,"$3,230 "
Public Outreach,21-Aug-24,Organization,Théâtre Prospero,,Théâtre Prospero,,MONTRÉAL,QC,Laurier--Sainte-Marie, Laurier—Sainte-Marie ,"$45,000 "
Public Outreach,21-Aug-24,Organization,VAN GRIMDE CORPS SECRETS,,VAN GRIMDE CORPS SECRETS,,MONTRÉAL,QC,Laurier--Sainte-Marie, Laurier—Sainte-Marie ,"$59,400 "
Public Outreach,21-Aug-24,Organization,VIVA! Art Action Montréal,,VIVA! Art Action Montréal,,MONTRÉAL,QC,Laurier--Sainte-Marie, Laurier—Sainte-Marie ,"$60,000 "
Public Outreach,21-Aug-24,Organization,Southern Alberta Art Gallery,,Southern Alberta Art Gallery,,LETHBRIDGE,AB,Lethbridge, Lethbridge ,"$67,600 "
Public Outreach,21-Aug-24,Organization,CB Nuit,,CB Nuit,,CORNER BROOK,NL,Long Range Mountains, Long Range Mountains ,"$50,000 "
Public Outreach,21-Aug-24,Organization,Agrégat,,Agrégat,,GREENFIELD PARK,QC,Longueuil--Charles-LeMoyne, Longueuil—Charles-LeMoyne ,"$60,000 "
Public Outreach,21-Aug-24,Organization,Fête du livre et de la lecture de Longueuil,,Fête du livre et de la lecture de Longueuil,,LONGUEUIL,QC,Longueuil--Saint-Hubert, Longueuil—Saint-Hubert ,"$30,000 "
Public Outreach,21-Aug-24,Organization,Varley Art Gallery,,Varley Art Gallery of Markham,,MARKHAM,ON,Markham--Unionville, Markham—Unionville ,"$40,000 "
Public Outreach,21-Aug-24,Organization,MonstrARTity Creative Community,,MonstrARTity Creative Community,,MISSISSAUGA,ON,Mississauga--Lakeshore, Mississauga—Lakeshore ,"$67,500 "
Public Outreach,21-Aug-24,Organization,Atlantic Ballet Theatre of Canada Inc.,,Atlantic Ballet Theatre of Canada Inc.,,MONCTON,NB,Moncton--Riverview--Dieppe, Moncton—Riverview—Dieppe ,"$28,000 "
Public Outreach,21-Aug-24,Organization,Festival FRYE Festival,,Festival FRYE Festival,,MONCTON,NB,Moncton--Riverview--Dieppe, Moncton—Riverview—Dieppe ,"$60,000 "
Public Outreach,21-Aug-24,Organization,Salmon Arm Arts Centre,,Salmon Arm Arts Centre,,SALMON ARM,BC,North Okanagan--Shuswap, North Okanagan—Shuswap ,"$10,800 "
Public Outreach,21-Aug-24,Organization,MENA Film Festival Society,,MENA Film Festival Society,,NORTH VANCOUVER,BC,North Vancouver, North Vancouver ,"$30,000 "
Public Outreach,21-Aug-24,Organization,STAND Festival Foundation,,STAND Festival Foundation,,NORTH VANCOUVER,BC,North Vancouver, North Vancouver ,"$40,000 "
Public Outreach,21-Aug-24,Organization,Westben Centre for Connection and Creativity through Music,,Westben Centre for Connection and Creativity through Music,,CAMPBELLFORD,ON,Northumberland--Peterborough South, Northumberland—Peterborough South ,"$65,000 "
Public Outreach,21-Aug-24,Organization,Ottawa Black Film Festival,,Ottawa Black Film Festival,,OTTAWA,ON,Ottawa Centre, Ottawa Centre ,"$60,000 "
Public Outreach,21-Aug-24,Organization,Association des groupes en arts visuels francophones,,Association des groupes en arts visuels francophones,,OTTAWA,ON,Ottawa--Vanier, Ottawa—Vanier ,"$30,000 "
Public Outreach,21-Aug-24,Organization,Centre des musiciens du monde,,Centre des musiciens du monde,,MONTRÉAL,QC,Outremont, Outremont ,"$30,000 "
Public Outreach,21-Aug-24,Organization,MOMENTA Biennale de l'image,,MOMENTA Biennale de l'image,,MONTRÉAL,QC,Outremont, Outremont ,"$20,000 "
Public Outreach,21-Aug-24,Organization,POP Montreal,,POP Montreal,,MONTREAL,QC,Outremont, Outremont ,"$55,000 "
Public Outreach,21-Aug-24,Organization,Coopérative de solidarité Tënk Canada,,Coopérative de solidarité Tënk Canada,,MONTRÉAL,QC,Papineau, Papineau ,"$30,000 "
Public Outreach,21-Aug-24,Organization,Théâtre Aux Écuries,,Théâtre Aux Écuries,,MONTRÉAL,QC,Papineau, Papineau ,"$70,000 "
Public Outreach,21-Aug-24,Group,Reassemblage Collective,,Reassemblage Collective,,TORONTO,ON,Parkdale--High Park, Parkdale—High Park ,"$55,000 "
Public Outreach,21-Aug-24,Organization,Gatineau Hills Fiddle Festival,,Gatineau Hills Fiddle Festival,,CHELSEA,QC,Pontiac, Pontiac ,"$6,000 "
Public Outreach,21-Aug-24,Organization,Prince George Folkfest Society,,Prince George Folkfest Society,,PRINCE GEORGE,BC,Prince George--Peace River--Northern Rockies, Prince George—Peace River—Northern Rockies ,"$15,000 "
Public Outreach,21-Aug-24,Organization,GEMU Grand Ensemble de Musiques Urbaines,,GEMU Grand Ensemble de Musiques Urbaines,,MONTRÉAL,QC,Rosemont--La Petite-Patrie, Rosemont—La Petite-Patrie ,"$20,000 "
Public Outreach,21-Aug-24,Organization,Le Moulin à Musique,,Le Moulin à Musique,,MONTRÉAL,QC,Rosemont--La Petite-Patrie, Rosemont—La Petite-Patrie ,"$34,000 "
Public Outreach,21-Aug-24,Organization,Galiano Concert Society,,Galiano Concert Society,,GALIANO ISLAND,BC,Saanich--Gulf Islands, Saanich—Gulf Islands ,"$35,000 "
Public Outreach,21-Aug-24,Organization,SNAFU Society of Unexpected Spectacles,,SNAFU Society of Unexpected Spectacles,,NORTH SAANICH,BC,Saanich--Gulf Islands, Saanich—Gulf Islands ,"$53,000 "
Public Outreach,21-Aug-24,Organization,ArtsLink NB,,ArtsLink NB,,SAINT JOHN,NB,Saint John--Rothesay, Saint John—Rothesay ,"$30,000 "
Public Outreach,21-Aug-24,Organization,Guild Festival Theatre,,Guild Festival Theatre,,SCARBOROUGH,ON,Scarborough--Guildwood, Scarborough—Guildwood ,"$20,000 "
Public Outreach,21-Aug-24,Organization,CFMDC,,CFMDC,,TORONTO,ON,Spadina--Fort York, Spadina—Fort York ,"$42,600 "
Public Outreach,21-Aug-24,Organization,Le Labo,,Le Labo,,TORONTO,ON,Spadina--Fort York, Spadina—Fort York ,"$30,000 "
Public Outreach,21-Aug-24,Organization,Arts and Heritage Foundation of St. Albert,,Arts and Heritage Foundation of St. Albert,,ST. ALBERT,AB,St. Albert--Edmonton, St. Albert—Edmonton ,"$7,100 "
Public Outreach,21-Aug-24,Organization,The Gallery Players of Niagara,,The Gallery Players of Niagara,,ST. CATHARINES,ON,St. Catharines, St. Catharines ,"$9,000 "
Public Outreach,21-Aug-24,Organization,First Light,,First Light,,ST. JOHN'S,NL,St. John's South--Mount Pearl, St. John's South—Mount Pearl ,"$100,000 "
Public Outreach,21-Aug-24,Organization,Riddle Fence Publishing Inc,,Riddle Fence Publishing Inc,,ST. JOHN'S,NL,St. John's South--Mount Pearl, St. John's South—Mount Pearl ,"$33,900 "
Public Outreach,21-Aug-24,Organization,The Royal Canadian College of Organists / Le College Royal Canadien des Organistes,,The Royal Canadian College of Organists / Le College Royal Canadien des Organistes,,TORONTO,ON,Toronto Centre, Toronto Centre ,"$15,000 "
Public Outreach,21-Aug-24,Group,Loop Sessions Toronto,,Loop Sessions Toronto,,TORONTO,ON,Toronto--Danforth, Toronto—Danforth ,"$28,000 "
Public Outreach,21-Aug-24,Organization,Latino Canadian Cultural Association,,Latino Canadian Cultural Association,,TORONTO,ON,Toronto--St. Paul's, Toronto—St. Paul's ,"$40,000 "
Public Outreach,21-Aug-24,Organization,TOES FOR DANCE,,TOES FOR DANCE,,TORONTO,ON,Toronto--St. Paul's, Don Valley West ,"$30,000 "
Public Outreach,21-Aug-24,Organization,Blackhurst Cultural Centre,,Blackhurst Cultural Centre,,TORONTO,ON,University--Rosedale, University—Rosedale ,"$44,800 "
Public Outreach,21-Aug-24,Organization,DanceWorks,,DanceWorks,,TORONTO,ON,University--Rosedale, University—Rosedale ,"$16,200 "
Public Outreach,21-Aug-24,Organization,Evergreen,,Evergreen,,TORONTO,ON,University--Rosedale, University—Rosedale ,"$50,000 "
Public Outreach,21-Aug-24,Organization,Link Music Lab,,Link Music Lab,,TORONTO,ON,University--Rosedale, Don Valley West ,"$18,000 "
Public Outreach,21-Aug-24,Organization,Ontario Library Association,,Ontario Library Association,,TORONTO,ON,University--Rosedale, University—Rosedale ,"$30,000 "
Public Outreach,21-Aug-24,Organization,Reel Canada,,Reel Canada,,TORONTO,ON,University--Rosedale, University—Rosedale ,"$30,000 "
Public Outreach,21-Aug-24,Organization,Toronto Comic Arts Festival,,Toronto Comic Arts Festival,,TORONTO,ON,University--Rosedale, University—Rosedale ,"$60,000 "
Public Outreach,21-Aug-24,Organization,Whippersnapper Gallery,,Whippersnapper Gallery,,TORONTO,ON,University--Rosedale, Spadina—Fort York ,"$97,700 "
Public Outreach,21-Aug-24,Organization,221A,,221A,,VANCOUVER,BC,Vancouver Centre, Vancouver Centre ,"$100,000 "
Public Outreach,21-Aug-24,Organization,Carousel Theatre for Young People,,Carousel Theatre for Young People,,VANCOUVER,BC,Vancouver Centre, Vancouver Centre ,"$39,000 "
Public Outreach,21-Aug-24,Organization,Recorded Movement Society,,Recorded Movement Society,,VANCOUVER,BC,Vancouver Centre, Vancouver Centre ,"$40,000 "
Public Outreach,21-Aug-24,Organization,All Bodies Dance Project,,All Bodies Dance Project,,VANCOUVER,BC,Vancouver East, Vancouver East ,"$34,000 "
Public Outreach,21-Aug-24,Organization,Asian Canadian Writers' Workshop Society,,Asian Canadian Writers' Workshop Society,,VANCOUVER,BC,Vancouver East, Vancouver East ,"$15,000 "
Public Outreach,21-Aug-24,Organization,BC and Yukon Book Prizes,,BC and Yukon Book Prizes,,VANCOUVER,BC,Vancouver East, Vancouver East ,"$30,000 "
Public Outreach,21-Aug-24,Organization,Chapel Sound Art Foundation,,Chapel Sound Art Foundation,,VANCOUVER,BC,Vancouver East, Vancouver East ,"$30,000 "
Public Outreach,21-Aug-24,Organization,Community Arts Council of Vancouver,,Community Arts Council of Vancouver,,VANCOUVER,BC,Vancouver East, Vancouver East ,"$30,000 "
Public Outreach,21-Aug-24,Organization,FRAUD Society,,FRAUD Society,,VANCOUVER,BC,Vancouver East, Vancouver East ,"$30,000 "
Public Outreach,21-Aug-24,Organization,Gallery Gachet Society,,Gallery Gachet Society,,VANCOUVER,BC,Vancouver East, Vancouver East ,"$60,000 "
Public Outreach,21-Aug-24,Organization,Indian Summer Arts Society,,Indian Summer Arts Society,,VANCOUVER,BC,Vancouver East, Vancouver East ,"$36,000 "
Public Outreach,21-Aug-24,Organization,Musica Intima,,Musica Intima,,VANCOUVER,BC,Vancouver East, Vancouver East ,"$16,000 "
Public Outreach,21-Aug-24,Organization,O.Dela Arts Society,,O.Dela Arts Society,,VANCOUVER,BC,Vancouver East, Vancouver Kingsway ,"$35,000 "
Public Outreach,21-Aug-24,Organization,Odd Meridian Arts,,Odd Meridian Arts,,VANCOUVER,BC,Vancouver East, Vancouver East ,"$36,100 "
Public Outreach,21-Aug-24,Organization,Rumble Theatre,,Rumble Theatre,,VANCOUVER,BC,Vancouver East, Vancouver East ,"$29,800 "
Public Outreach,21-Aug-24,Organization,Satellite Video Exchange Society,,Satellite Video Exchange Society,,VANCOUVER,BC,Vancouver East, Vancouver East ,"$100,000 "
Public Outreach,21-Aug-24,Organization,Urban Ink,,Urban Ink,,VANCOUVER,BC,Vancouver East, Vancouver East ,"$60,000 "
Public Outreach,21-Aug-24,Organization,Visible Art Society,,Visible Art Society,,VANCOUVER,BC,Vancouver East, Vancouver East ,"$24,200 "
Public Outreach,21-Aug-24,Organization,Coastal Jazz and Blues Society,,Coastal Jazz and Blues Society,,VANCOUVER,BC,Vancouver Granville, Vancouver Granville ,"$30,000 "
Public Outreach,21-Aug-24,Organization,Historic Joy Kogawa House,,Historic Joy Kogawa House,,VANCOUVER,BC,Vancouver Granville, Vancouver Granville ,"$32,000 "
Public Outreach,21-Aug-24,Organization,Foolish Operations,,Foolish Operations,,VANCOUVER,BC,Vancouver Kingsway, Vancouver Kingsway ,"$30,000 "
Public Outreach,21-Aug-24,Organization,Vancouver Youth Choir,,Vancouver Youth Choir,,VANCOUVER,BC,Vancouver Quadra, Vancouver Quadra ,"$15,000 "
Public Outreach,21-Aug-24,Organization,Pacific Opera Victoria,,Pacific Opera Victoria,,VICTORIA,BC,Victoria, Victoria ,"$30,000 "
Public Outreach,21-Aug-24,Organization,Victoria Poetry Project,,Victoria Poetry Project,,VICTORIA,BC,Victoria, Victoria ,"$6,700 "
Public Outreach,21-Aug-24,Organization,CIRCA art actuel,,CIRCA art actuel,,MONTRÉAL,QC,Ville-Marie--Le Sud-Ouest--Île-des-Soeurs, Ville-Marie—Le Sud-Ouest—Île-des-Soeurs ,"$30,000 "
Public Outreach,21-Aug-24,Organization,Fondation PHI pour l’art contemporain,,Fondation PHI pour l’art contemporain,,MONTRÉAL,QC,Ville-Marie--Le Sud-Ouest--Île-des-Soeurs, Ville-Marie—Le Sud-Ouest—Île-des-Soeurs ,"$30,000 "
Public Outreach,21-Aug-24,Organization,Le Festival International de Jazz de Montréal Inc.,,Le Festival International de Jazz de Montréal Inc.,,MONTRÉAL,QC,Ville-Marie--Le Sud-Ouest--Île-des-Soeurs, Ville-Marie—Le Sud-Ouest—Île-des-Soeurs ,"$30,000 "
Public Outreach,21-Aug-24,Organization,Phi Muse Inc.,,Phi Muse Inc.,,MONTRÉAL,QC,Ville-Marie--Le Sud-Ouest--Île-des-Soeurs, Ville-Marie—Le Sud-Ouest—Île-des-Soeurs ,"$35,000 "
Public Outreach,21-Aug-24,Organization,Pro Musica,,Pro Musica,,MONTRÉAL,QC,Ville-Marie--Le Sud-Ouest--Île-des-Soeurs, Ville-Marie—Le Sud-Ouest—Île-des-Soeurs ,"$29,000 "
Public Outreach,21-Aug-24,Group,ONE MIC EDUCATORS,,ONE MIC EDUCATORS,,TORONTO,ON,Willowdale, Willowdale ,"$30,000 "
Public Outreach,21-Aug-24,Organization,GAP,,GAP,,WINNIPEG,MB,Winnipeg Centre, Winnipeg Centre ,"$30,000 "
Public Outreach,21-Aug-24,Organization,Manitoba Arts Network,,Manitoba Arts Network,,WINNIPEG,MB,Winnipeg Centre, Winnipeg Centre ,"$35,000 "
Public Outreach,21-Aug-24,Organization,MEMETIC Inc,,MEMETIC Inc,,WINNIPEG,MB,Winnipeg Centre, Winnipeg Centre ,"$29,000 "
Public Outreach,21-Aug-24,Organization,West End Cultural Centre,,West End Cultural Centre,,WINNIPEG,MB,Winnipeg Centre, Winnipeg Centre ,"$40,000 "
Public Outreach,21-Aug-24,Organization,Manitoba Underground Opera,,Manitoba Underground Opera,,WINNIPEG,MB,Winnipeg South, Winnipeg South ,"$30,000 "
Public Outreach,21-Aug-24,Organization,Yukon Film Society,,Yukon Film Society,,WHITEHORSE,YT,Yukon, Yukon ,"$30,000 "
Public Outreach,21-Aug-24,Group,Yukon Public Libraries Government of Yukon,,Yukon Public Libraries Government of Yukon,,WHITEHORSE,YT,Yukon, Yukon ,"$33,300 "
