Component,Deadline Date,Type,Name,,Alias,,City,Region,2015 Federal Riding,2025 New Federal Riding,Total Grant
Circulation and Touring,26 June 2024,Individual,"Kater-Hurst, Kaia",,"Kater-Hurst, Kaia",,ST. JOHN'S,NL,St. John's East, St. John's East ," $13,400 "
Circulation and Touring,26 June 2024,Organization,Opera Atelier,,Opera Atelier,,TORONTO,ON,Toronto Centre, Toronto Centre ," $190,000 "
Circulation and Touring,26 June 2024,Organization,Soundstreams,,Soundstreams,,TORONTO,ON,Toronto Centre, Toronto Centre ," $180,000 "
Circulation and Touring,26 June 2024,Individual,"Vincent de Paul, Shan",,SVDP,,TORONTO,ON,Toronto Centre, Toronto Centre ," $49,000 "
Circulation and Touring,26 June 2024,Organization,Stand Up Dance,,Stand Up Dance,,TORONTO,ON,Toronto--Danforth, Toronto—Danforth ," $78,000 "
Circulation and Touring,26 June 2024,Group,The Fretless Music Inc,,The Fretless Music Inc,,TORONTO,ON,Toronto--Danforth, Toronto—Danforth ," $18,700 "
Circulation and Touring,26 June 2024,Group,Basset,,Basset,,TORONTO,ON,Toronto--St. Paul's, Toronto—St. Paul's ," $6,890 "
Circulation and Touring,26 June 2024,Organization,Les Sages Fous,,Les Sages Fous,,TROIS-RIVIÈRES,QC,Trois-Rivières, Trois-Rivières ," $10,000 "
Circulation and Touring,26 June 2024,Organization,Art Museum at the University of Toronto,,Art Museum at the University of Toronto,,TORONTO,ON,University--Rosedale, University—Rosedale ," $45,000 "
Circulation and Touring,26 June 2024,Individual,"Burtynsky, Edward",,"Burtynsky, Edward",,TORONTO,ON,University--Rosedale, University—Rosedale ," $45,000 "
Circulation and Touring,26 June 2024,Organization,Axis Theatre Company,,Axis Theatre Company,,VANCOUVER,BC,Vancouver Centre, Vancouver Centre ," $39,000 "
Circulation and Touring,26 June 2024,Group,Reuben And The Bullhorn Singers,,Reuben And The Bullhorn Singers,,VANCOUVER,BC,Vancouver Centre, Vancouver Centre ," $47,800 "
Circulation and Touring,26 June 2024,Individual,"Andrews, Curtis",,"Andrews, Curtis",,VANCOUVER,BC,Vancouver East, Vancouver East ," $6,500 "
Circulation and Touring,26 June 2024,Individual,"Andrews, Curtis",,"Andrews, Curtis",,VANCOUVER,BC,Vancouver East, Vancouver East ," $12,100 "
Circulation and Touring,26 June 2024,Individual,"Chipaziwa, Chipo",,"Chipaziwa, Chipo",,VANCOUVER,BC,Vancouver East, Vancouver East ," $7,350 "
Circulation and Touring,26 June 2024,Organization,Company 605,,Company 605,,VANCOUVER,BC,Vancouver East, Vancouver East ," $4,500 "
Circulation and Touring,26 June 2024,Organization,Kidd Pivot,,Kidd Pivot,,VANCOUVER,BC,Vancouver East, Vancouver East ," $153,200 "
Circulation and Touring,26 June 2024,Individual,"Peters, Rian",,IAMTHELIVING,,VANCOUVER,BC,Vancouver East, Vancouver East ," $12,500 "
Circulation and Touring,26 June 2024,Group,PIQSIQ,,PIQSIQ,,VANCOUVER,BC,Vancouver East, Vancouver East ," $36,800 "
Circulation and Touring,26 June 2024,Organization,Raven Spirit Dance,,Raven Spirit Dance,,VANCOUVER,BC,Vancouver East, Vancouver East ," $65,500 "
Circulation and Touring,26 June 2024,Group,Sound of Dragon Ensemble,,Sound of Dragon Ensemble,,VANCOUVER,BC,Vancouver East, Vancouver East ," $42,000 "
Circulation and Touring,26 June 2024,Individual,"Wahlgren, Tegan",,Wallgrin,,VANCOUVER,BC,Vancouver East, Vancouver East ," $30,400 "
Circulation and Touring,26 June 2024,Individual,"Yuen, Vanessa",,Van Lefan,,VANCOUVER,BC,Vancouver East, Vancouver East ," $17,000 "
Circulation and Touring,26 June 2024,Organization,Action at a Distance,,Action at a Distance Dance Society,,VANCOUVER,BC,Vancouver Kingsway, Vancouver Kingsway ," $30,000 "
Circulation and Touring,26 June 2024,Group,Milton Lim and Patrick Blenkarn,,Milton Lim and Patrick Blenkarn,,VANCOUVER,BC,Vancouver Kingsway, Vancouver Kingsway ," $65,000 "
Circulation and Touring,26 June 2024,Individual,"Grdina, Gordon",,"Grdina, Gordon",,VANCOUVER,BC,Vancouver Quadra, Vancouver Quadra ," $30,000 "
Circulation and Touring,26 June 2024,Individual,"Lam, Gina",,Ginalina,,VANCOUVER,BC,Vancouver South, Vancouver South ," $11,000 "
Circulation and Touring,26 June 2024,Individual,"Hung, Yuhsien",,"Hung, Yuhsien",,VAUDREUIL-DORION,QC,Vaudreuil--Soulanges, Vaudreuil—Soulanges ," $8,725 "
Circulation and Touring,26 June 2024,Individual,"Moawad, Ashraf",,"Moawad, Ashraf",,MONTRÉAL,QC,Ville-Marie--Le Sud-Ouest--Île-des-Soeurs, Ville-Marie—Le Sud-Ouest—Île-des-Soeurs ," $20,000 "
Circulation and Touring,26 June 2024,Organization,RUBBERBAND,,RUBBERBAND,,MONTRÉAL,QC,Ville-Marie--Le Sud-Ouest--Île-des-Soeurs, Ville-Marie—Le Sud-Ouest—Île-des-Soeurs ," $50,000 "
Circulation and Touring,26 June 2024,Organization,RUBBERBAND,,RUBBERBAND,,MONTRÉAL,QC,Ville-Marie--Le Sud-Ouest--Île-des-Soeurs, Ville-Marie—Le Sud-Ouest—Île-des-Soeurs ," $80,000 "
Circulation and Touring,26 June 2024,Group,Silvervest : Zombik & Caloia,,Silvervest,,LAVAL,QC,Vimy, Vimy ," $5,000 "
Circulation and Touring,26 June 2024,Individual,"Pettit, Jocelyn",,"Pettit, Jocelyn",,SQUAMISH,BC,West Vancouver--Sunshine Coast--Sea to Sky Country, West Vancouver—Sunshine Coast—Sea to Sky Country ," $8,380 "
Circulation and Touring,26 June 2024,Individual,"Turenne, Andrina",,"Turenne, Andrina",,WINNIPEG,MB,Winnipeg North, Winnipeg North ," $3,020 "
Circulation and Touring,26 June 2024,Individual,"Amaya, Sasha",,"Amaya, Sasha",,WINNIPEG,MB,Winnipeg South Centre, Winnipeg South Centre ," $42,000 "
Circulation and Touring,26 June 2024,Individual,"Cai, Sheng",,"Cai, Sheng",,TORONTO,ON,York South--Weston, York South—Weston ," $1,800 "
Circulation and Touring,26 June 2024,Individual,"Van Lieshout, Diyet",,"Van Lieshout, Diyet",,BURWASH LANDING,YT,Yukon, Yukon ," $9,070 "
Circulation and Touring,14 February 2024,Organization,Compagnie de création Le Gros Orteil,,Compagnie de création Le Gros Orteil,,OTTERBURN PARK,QC,Beloeil--Chambly, Beloeil—Chambly ," $17,000 "
Circulation and Touring,14 February 2024,Individual,"Gélinas-Fauteux, Mélisande",,"Gélinas-Fauteux, Mélisande",,BELOEIL,QC,Beloeil--Chambly, Beloeil—Chambly ," $18,000 "
Circulation and Touring,14 February 2024,Organization,Productions Yari,,Productions Yari,,SAINT-GABRIEL-DE-BRANDON,QC,Berthier--Maskinongé, Berthier—Maskinongé ," $57,600 "
Circulation and Touring,14 February 2024,Individual,"Bourdages Aster, Jean-Eudes",,"Bourdages Aster, Jean-Eudes",,BROSSARD,QC,Brossard--Saint-Lambert, Brossard—Saint-Lambert ," $18,918 "
Circulation and Touring,14 February 2024,Group,The Halluci Nation,,The Halluci Nation,,BURLINGTON,ON,Burlington, Burlington ," $20,000 "
Circulation and Touring,14 February 2024,Individual,"Majer, Daniel",,"Majer, Daniel",,BURNABY,BC,Burnaby North--Seymour, Burnaby North—Seymour ," $3,700 "
Circulation and Touring,14 February 2024,Organization,The Old Trout Puppet Workshop,,The Old Trout Puppet Workshop,,CALGARY,AB,Calgary Centre, Calgary Centre ," $50,000 "
Circulation and Touring,14 February 2024,Individual,"Moschopedis, Eric",,"Moschopedis, Eric",,CALGARY,AB,Calgary Confederation, Calgary Confederation ," $10,000 "
Circulation and Touring,14 February 2024,Group,Blue Moon Marquee,,Blue Moon Marquee,,DUNCAN,BC,Cowichan--Malahat--Langford, Cowichan—Malahat—Langford ," $95,000 "
Circulation and Touring,14 February 2024,Organization,BoucharDanse,,BoucharDanse,,TORONTO,ON,Davenport, Davenport ," $36,000 "
Circulation and Touring,14 February 2024,Individual,"Lapell, Abigail",,"Lapell, Abigail",,TORONTO,ON,Davenport, Davenport ," $4,100 "
Circulation and Touring,14 February 2024,Individual,"Dodd, Christopher",,Chris Dodd,,EDMONTON,AB,Edmonton Riverbend, Edmonton Riverbend ," $6,900 "
Circulation and Touring,14 February 2024,Individual,"Richard, Johnathan",,Kryple,,EDMONTON,AB,Edmonton--Wetaskiwin, Edmonton Riverbend ," $6,500 "
Circulation and Touring,14 February 2024,Individual,"Kahin, Cameron",,"Kahin, Cameron",,DUNNVILLE,ON,Haldimand--Norfolk, Haldimand—Norfolk ," $12,000 "
Circulation and Touring,14 February 2024,Individual,"Pemberton, Roland",,"Pemberton, Roland",,HAMILTON,ON,Hamilton Centre, Hamilton Centre ," $10,200 "
Circulation and Touring,14 February 2024,Individual,"Thomson, Andrew",,"Thomson, Andrew",,HAMILTON,ON,Hamilton Centre, Hamilton Centre ," $9,500 "
Circulation and Touring,14 February 2024,Organization,Ombres Folles,,Ombres Folles,,MONTRÉAL,QC,Hochelaga, Hochelaga ," $18,000 "
Circulation and Touring,14 February 2024,Individual,"Quach, Huu Bac",,"Quach, Huu Bac",,MONTRÉAL,QC,Hochelaga, Hochelaga ," $11,500 "
Circulation and Touring,14 February 2024,Individual,"Kelly, Mia",,"Kelly, Mia",,HULL,QC,Hull--Aylmer, Hull—Aylmer ," $7,000 "
Circulation and Touring,14 February 2024,Individual,"Brillinger, Alysha",,Alysha Mohamed,,KITCHENER,ON,Kitchener Centre, Kitchener Centre ," $30,400 "
Circulation and Touring,14 February 2024,Organization,Video Phase,,Video Phase,,MONTRÉAL,QC,La Pointe-de-l'Île, La Pointe-de-l'Île ," $15,382 "
Circulation and Touring,14 February 2024,Individual,"Shepherd, Elizabeth",,"Shepherd, Elizabeth",,SAINTE-LUCIE-DES-LAURENTIDES,QC,Laurentides--Labelle, Laurentides—Labelle ," $10,400 "
Circulation and Touring,14 February 2024,Organization,Andrea Peña & Artists,,Andrea Peña & Artists,,MONTREAL,QC,Laurier--Sainte-Marie, Laurier—Sainte-Marie ," $20,000 "
Circulation and Touring,14 February 2024,Organization,BJM DANSE Montréal,,BJM DANSE Montréal,,MONTRÉAL,QC,Laurier--Sainte-Marie, Ville-Marie—Le Sud-Ouest—Île-des-Soeurs ," $100,600 "
Circulation and Touring,14 February 2024,Individual,"Denizart, Simon",,"Denizart, Simon",,MONTREAL,QC,Laurier--Sainte-Marie, Laurier—Sainte-Marie ," $6,800 "
Circulation and Touring,14 February 2024,Individual,"Modabi Ndogeya, José Louis",,"Modabi Ndogeya, José Louis",,LAVAL,QC,Laval--Les Îles, Alfred-Pellan ," $11,900 "
Circulation and Touring,14 February 2024,Individual,"Willes, Christopher",,"Willes, Christopher",,MILTON,ON,Milton, Wellington—Halton Hills ," $21,100 "
Circulation and Touring,14 February 2024,Individual,"Chow, Alfred",,"Chow, Alfred",,MISSISSAUGA,ON,Mississauga Centre, Mississauga Centre ," $31,000 "
Circulation and Touring,14 February 2024,Organization,Atlantic Ballet Theatre of Canada Inc.,,Atlantic Ballet Theatre of Canada Inc.,,MONCTON,NB,Moncton--Riverview--Dieppe, Moncton—Riverview—Dieppe ," $24,000 "
Circulation and Touring,14 February 2024,Group,Vox Sambou,,Vox Sambou,,MASCOUCHE,QC,Montcalm, Montcalm ," $52,000 "
Circulation and Touring,14 February 2024,Individual,"Ahluwalia, Kiran",,"Ahluwalia, Kiran",,NEW YORK,Outside Canada,n/a, n/a ," $16,900 "
Circulation and Touring,14 February 2024,Individual,"Fassler, Larissa",,"Fassler, Larissa",,BERLIN,Outside Canada,n/a, n/a ," $24,000 "
Circulation and Touring,14 February 2024,Individual,"Moursi, Manar",,"Moursi, Manar",,CAIRO,Outside Canada,n/a, n/a ," $25,000 "
Circulation and Touring,14 February 2024,Individual,"Sage, Abigail",,Abby Sage,,LOS ANGELES,Outside Canada,n/a, n/a ," $16,000 "
Circulation and Touring,14 February 2024,Individual,"Wasif, Imaad",,"Wasif, Imaad",,ALTADENA,Outside Canada,n/a, n/a ," $12,300 "
Circulation and Touring,14 February 2024,Organization,The Other Guise Theatre Company,,The Other Guise Theatre Company,,LADYSMITH,BC,Nanaimo--Ladysmith, Nanaimo—Ladysmith ," $80,000 "
Circulation and Touring,14 February 2024,Individual,"Dekker, Anthony",,"Dekker, Anthony",,QUEENSTON,ON,Niagara Falls, Niagara Falls ," $19,300 "
Circulation and Touring,14 February 2024,Individual,"Mighty, Haviah",,"Mighty, Haviah",,GRIMSBY,ON,Niagara West, Niagara West ," $17,700 "
Circulation and Touring,14 February 2024,Organization,Compagnie de danse Ebnfloh,,Compagnie de danse Ebnfloh,,MONTRÉAL,QC,Notre-Dame-de-Grâce--Westmount, Notre-Dame-de-Grâce—Westmount ," $45,000 "
Circulation and Touring,14 February 2024,Individual,"Mador-House, Lara",,Lara Deutsch,,OTTAWA,ON,Ottawa South, Ottawa South ," $9,900 "
Circulation and Touring,14 February 2024,Individual,"Hanson, Patricia",,"Hanson, Patricia",,NEPEAN,ON,Ottawa West--Nepean, Ottawa West—Nepean ," $7,000 "
Circulation and Touring,14 February 2024,Organization,Compagnie Marie Chouinard,,Compagnie Marie Chouinard,,MONTRÉAL,QC,Outremont, Outremont ," $45,000 "
Circulation and Touring,14 February 2024,Individual,"Engle, Ariel",,"Engle, Ariel",,MONTRÉAL,QC,Outremont, Outremont ," $17,000 "
Circulation and Touring,14 February 2024,Group,GROUPE NOBRO,,GROUPE NOBRO,,MONTRÉAL,QC,Outremont, Outremont ," $8,000 "
Circulation and Touring,14 February 2024,Organization,Productions Cas Public,,Productions Cas Public,,MONTRÉAL,QC,Outremont, Outremont ," $65,000 "
Circulation and Touring,14 February 2024,Organization,Productions Onishka,,Productions Onishka,,MONTRÉAL,QC,Outremont, Outremont ," $44,800 "
Circulation and Touring,14 February 2024,Individual,"Vial, Andres",,"Vial, Andres",,MONTRÉAL,QC,Outremont, Rosemont—La Petite-Patrie ," $2,250 "
Circulation and Touring,14 February 2024,Group,Wesli,,Wesli,,MONTRÉAL,QC,Outremont, Outremont ," $60,000 "
Circulation and Touring,14 February 2024,Group,Wesli,,Wesli,,MONTRÉAL,QC,Outremont, Outremont ," $28,000 "
Circulation and Touring,14 February 2024,Group,Big Brave,,Big Brave,,MONTREAL,QC,Papineau, Papineau ," $22,000 "
Circulation and Touring,14 February 2024,Organization,Les songes turbulents - Canada,,Les songes turbulents - Canada,,MONTRÉAL,QC,Papineau, Papineau ," $55,000 "
Circulation and Touring,14 February 2024,Organization,Productions Kalabanté,,Productions Kalabanté,,MONTREAL,QC,Papineau                                                                                            , Saint-Léonard—Saint-Michel ," $20,000 "
Circulation and Touring,14 February 2024,Organization,Productions Kalabanté,,Productions Kalabanté,,MONTREAL,QC,Papineau                                                                                            , Saint-Léonard—Saint-Michel ," $75,000 "
Circulation and Touring,14 February 2024,Organization,Quasar,,Quasar,,MONTRÉAL,QC,Papineau, Papineau ," $21,900 "
Circulation and Touring,14 February 2024,Organization,Quasar,,Quasar,,MONTRÉAL,QC,Papineau, Papineau ," $18,900 "
Circulation and Touring,14 February 2024,Individual,"Bunnett, Jane",,"Bunnett, Jane",,TORONTO,ON,Parkdale--High Park, Parkdale—High Park ," $22,000 "
Circulation and Touring,14 February 2024,Group,Kazdoura,,Kazdoura,,TORONTO,ON,Parkdale--High Park, Parkdale—High Park ," $35,000 "
Circulation and Touring,14 February 2024,Group,Lonesome Ace Stringband,,Lonesome Ace Stringband,,TORONTO,ON,Parkdale--High Park, Parkdale—High Park ," $16,500 "
Circulation and Touring,14 February 2024,Organization,Biennale internationale du lin de Portneuf,,Biennale internationale du lin de Portneuf,,DESCHAMBAULT,QC,Portneuf--Jacques-Cartier, Portneuf—Jacques-Cartier ," $56,400 "
Circulation and Touring,14 February 2024,Individual,"Netsena, Jasmine",,"Netsena, Jasmine",,FORT NELSON,BC,Prince George--Peace River--Northern Rockies, Prince George—Peace River—Northern Rockies ," $4,600 "
Circulation and Touring,14 February 2024,Organization,Ex Machina,,Ex Machina,,QUÉBEC,QC,Québec, Québec ," $80,000 "
Circulation and Touring,14 February 2024,Group,The Deep Dark Woods,,The Deep Dark Woods,,MAHONE BAY,NS,South Shore--St. Margarets, South Shore—St. Margarets ," $7,900 "
Circulation and Touring,14 February 2024,Organization,Mammalian Diving Reflex,,Mammalian Diving Reflex,,TORONTO,ON,Spadina--Fort York, Spadina—Fort York ," $65,000 "
Circulation and Touring,14 February 2024,Individual,"Kater-Hurst, Kaia",,"Kater-Hurst, Kaia",,ST. JOHN'S,NL,St. John's East, St. John's East ," $14,600 "
Circulation and Touring,14 February 2024,Organization,African Women Acting (AWA),,African Women Acting (AWA),,TORONTO,ON,Toronto Centre, Toronto Centre ," $64,000 "
Circulation and Touring,14 February 2024,Individual,"Lica, Barbra",,"Lica, Barbra",,TORONTO,ON,Toronto Centre, Toronto Centre ," $27,600 "
Circulation and Touring,14 February 2024,Organization,Ballet BC,,Ballet BC,,VANCOUVER,BC,Vancouver Centre, Vancouver Centre ," $44,000 "
Circulation and Touring,14 February 2024,Organization,Boca del Lupo,,Boca del Lupo,,VANCOUVER,BC,Vancouver Centre, Vancouver Centre ," $30,000 "
Circulation and Touring,14 February 2024,Group,The Fugitives,,The Fugitives,,VANCOUVER,BC,Vancouver Centre, Vancouver Centre ," $16,800 "
Circulation and Touring,14 February 2024,Individual,"Blais, Haley",,"Blais, Haley",,VANCOUVER,BC,Vancouver East, Vancouver East ," $30,000 "
Circulation and Touring,14 February 2024,Individual,"Nayar, Tarun",,"Nayar, Tarun",,VANCOUVER,BC,Vancouver East, Vancouver East ," $15,000 "
Circulation and Touring,14 February 2024,Individual,"Rahi, George",,"Rahi, George",,VANCOUVER,BC,Vancouver East, Vancouver East ," $1,950 "
Circulation and Touring,14 February 2024,Organization,Savage Production Society,,Savage Production Society,,VANCOUVER,BC,Vancouver East, Vancouver East ," $125,000 "
Circulation and Touring,14 February 2024,Group,Kee Avil,,Kee Avil,,MONTRÉAL,QC,Ville-Marie--Le Sud-Ouest--Île-des-Soeurs, Ville-Marie—Le Sud-Ouest—Île-des-Soeurs ," $16,900 "
Circulation and Touring,14 February 2024,Individual,"Roger, Madeleine",,"Roger, Madeleine",,WINNIPEG,MB,Winnipeg Centre, Winnipeg Centre ," $3,750 "
Circulation and Touring,14 February 2024,Group,The Bros. Landreth,,The Bros. Landreth,,WINNIPEG,MB,Winnipeg Centre, Winnipeg Centre ," $44,400 "
Circulation and Touring,14 February 2024,Individual,"Davidson, Grant",,"Davidson, Grant",,WINNIPEG,MB,Winnipeg South, Winnipeg South ," $2,000 "
Circulation and Touring,14 February 2024,Group,Bywater Call,,Bywater Call,,YORK,ON,York South--Weston, York South—Weston ," $90,000 "
